Month,Channel,Region,Product Line,Impressions,Clicks,Leads,MQLs,SQLs,Opportunities,Wins,Spend,Pipeline Value,Attributed Revenue
2026-04-01,Trade Media,Northeast,Cartoning Machines,11055,205,14,9,5,3,1,1547,323417,128340
2026-04-01,Trade Media,Northeast,Labeling Systems,11990,241,15,10,6,3,1,1819,112493,44640
2026-04-01,Trade Media,Northeast,Case Packers,11715,254,17,12,7,4,1,1917,349978,104160
2026-04-01,Trade Media,Midwest,Pouch Fillers,11935,230,15,9,5,2,1,1762,131561,78310
2026-04-01,Trade Media,Midwest,Cartoning Machines,11660,244,16,10,6,3,1,1869,332111,131790
2026-04-01,Trade Media,Midwest,Labeling Systems,12595,233,15,10,6,3,1,1785,115517,45840
2026-04-01,Trade Media,Midwest,Case Packers,12320,248,16,11,6,3,1,1899,269539,106960
2026-04-01,Trade Media,South,Pouch Fillers,11330,246,16,10,6,3,1,1911,202507,80360
2026-04-01,Trade Media,South,Cartoning Machines,12265,237,16,10,6,3,1,1841,340805,135240
2026-04-01,Trade Media,South,Labeling Systems,11990,251,16,11,6,3,1,1950,118541,47040
2026-04-01,Trade Media,South,Case Packers,12925,239,16,11,6,3,1,1857,276595,109760
2026-04-01,Trade Media,West,Pouch Fillers,11935,240,15,9,5,2,1,1891,138449,82410
2026-04-01,Trade Media,West,Cartoning Machines,12870,279,18,11,7,4,1,2199,465998,138690
2026-04-01,Trade Media,West,Labeling Systems,12595,243,16,11,7,4,1,1915,162086,48240
2026-04-01,Trade Media,West,Case Packers,13530,283,19,13,8,5,2,2230,472752,225120
2026-04-01,Retargeting,Northeast,Pouch Fillers,18000,567,45,27,15,7,2,2776,448409,152520
2026-04-01,Retargeting,Northeast,Cartoning Machines,19530,646,53,34,19,10,3,3163,1078056,385020
2026-04-01,Retargeting,Northeast,Labeling Systems,19080,662,53,35,19,10,3,3241,374976,133920
2026-04-01,Retargeting,Northeast,Case Packers,18630,602,49,34,19,11,3,2947,962438,312480
2026-04-01,Retargeting,Midwest,Pouch Fillers,18990,644,52,32,18,9,3,3199,592024,234930
2026-04-01,Retargeting,Midwest,Cartoning Machines,18540,584,48,30,17,9,3,2901,996332,395370
2026-04-01,Retargeting,Midwest,Labeling Systems,20070,664,53,35,20,11,3,3299,423562,137520
2026-04-01,Retargeting,Midwest,Case Packers,19620,681,56,38,22,12,4,3383,1078157,427840
2026-04-01,Retargeting,South,Pouch Fillers,19980,645,52,32,19,9,3,3251,607522,241080
2026-04-01,Retargeting,South,Cartoning Machines,19530,662,54,34,20,10,3,3336,1136016,405720
2026-04-01,Retargeting,South,Labeling Systems,21060,663,53,35,21,11,3,3342,434650,141120
2026-04-01,Retargeting,South,Case Packers,20610,682,56,38,22,12,4,3437,1106381,439040
2026-04-01,Retargeting,West,Pouch Fillers,20970,728,58,35,21,10,3,3722,692244,247230
2026-04-01,Retargeting,West,Cartoning Machines,20520,663,54,34,21,11,4,3389,1281496,554760
2026-04-01,Retargeting,West,Labeling Systems,20070,680,54,36,22,12,4,3476,486259,192960
2026-04-01,Retargeting,West,Case Packers,21600,680,56,38,23,13,4,3476,1229155,450240
2026-05-01,Google Search,Northeast,Pouch Fillers,24720,1078,79,49,27,13,4,7624,852587,305040
2026-05-01,Google Search,Northeast,Cartoning Machines,26760,1210,91,59,32,16,5,8557,1765958,641700
2026-05-01,Google Search,Northeast,Labeling Systems,26160,1120,82,55,30,16,5,7921,614246,223200
2026-05-01,Google Search,Northeast,Case Packers,28200,1252,94,65,36,20,6,8854,1791552,624960
2026-05-01,Google Search,Midwest,Pouch Fillers,26040,1094,80,50,29,14,5,7848,942852,391550
2026-05-01,Google Search,Midwest,Cartoning Machines,28080,1224,92,59,34,18,6,8781,2040109,790740
2026-05-01,Google Search,Midwest,Labeling Systems,27480,1242,91,61,35,19,6,8910,749026,275040
2026-05-01,Google Search,Midwest,Case Packers,29520,1263,95,66,38,21,7,9061,1931698,748720
2026-05-01,Google Search,South,Pouch Fillers,27360,1215,89,55,32,16,5,8840,1105754,401800
2026-05-01,Google Search,South,Cartoning Machines,26760,1124,84,54,32,16,5,8178,1860902,676200
2026-05-01,Google Search,South,Labeling Systems,28800,1256,92,62,37,20,7,9139,809088,329280
2026-05-01,Google Search,South,Case Packers,28200,1275,96,67,40,23,8,9277,2171053,878080
2026-05-01,Google Search,West,Pouch Fillers,28680,1228,90,56,34,17,6,9060,1204834,494460
2026-05-01,Google Search,West,Cartoning Machines,28080,1247,94,61,37,19,7,9200,2266195,970830
2026-05-01,Google Search,West,Labeling Systems,30120,1265,92,62,38,21,7,9333,871214,337680
2026-05-01,Google Search,West,Case Packers,29520,1287,97,67,41,23,8,9495,2226437,900480
2026-05-01,LinkedIn,Northeast,Pouch Fillers,16650,453,41,25,14,7,2,4523,459085,152520
2026-05-01,LinkedIn,Northeast,Cartoning Machines,16275,404,37,24,13,7,2,4034,772607,256680
2026-05-01,LinkedIn,Northeast,Labeling Systems,17550,463,42,28,15,8,2,4623,307123,89280
2026-05-01,LinkedIn,Northeast,Case Packers,17175,412,38,26,14,8,2,4113,716621,208320
2026-05-01,LinkedIn,Midwest,Pouch Fillers,15825,405,36,22,13,6,2,4102,404080,156620
2026-05-01,LinkedIn,Midwest,Cartoning Machines,17100,465,43,28,16,8,3,4710,906715,395370
2026-05-01,LinkedIn,Midwest,Labeling Systems,16725,415,37,25,14,8,3,4203,315379,137520
2026-05-01,LinkedIn,Midwest,Case Packers,18000,475,44,31,18,10,3,4811,919856,320880
2026-05-01,LinkedIn,South,Pouch Fillers,16650,400,36,22,13,6,2,4109,414658,160720
2026-05-01,LinkedIn,South,Cartoning Machines,17925,459,42,27,16,8,3,4715,930451,405720
2026-05-01,LinkedIn,South,Labeling Systems,17550,477,43,29,17,9,3,4900,364090,141120
2026-05-01,LinkedIn,South,Case Packers,18825,467,43,30,18,10,3,4797,943936,329280
2026-05-01,LinkedIn,West,Pouch Fillers,17475,461,41,25,15,7,2,4802,496108,164820
2026-05-01,LinkedIn,West,Cartoning Machines,18750,450,41,26,16,8,3,4687,954187,416070
2026-05-01,LinkedIn,West,Labeling Systems,18375,470,42,28,17,9,3,4896,373378,144720
2026-05-01,LinkedIn,West,Case Packers,18000,490,45,31,19,11,4,5104,1064818,450240
2026-05-01,Email,Northeast,Pouch Fillers,9720,572,60,37,20,10,3,1130,655836,228780
2026-05-01,Email,Northeast,Cartoning Machines,9495,573,61,39,21,11,3,1132,1214096,385020
2026-05-01,Email,Northeast,Labeling Systems,10260,595,62,42,23,12,4,1176,460685,178560
2026-05-01,Email,Northeast,Case Packers,10035,598,64,44,24,14,4,1182,1254086,416640
2026-05-01,Email,Midwest,Pouch Fillers,10215,625,66,41,23,11,4,1253,740813,313240
2026-05-01,Email,Midwest,Cartoning Machines,9990,587,63,41,23,12,4,1177,1360073,527160
2026-05-01,Email,Midwest,Labeling Systems,10755,650,68,46,26,14,5,1303,551914,229200
2026-05-01,Email,Midwest,Case Packers,10530,611,65,45,26,15,5,1225,1379784,534800
2026-05-01,Email,South,Pouch Fillers,10710,638,67,42,25,12,4,1297,829315,321440
2026-05-01,Email,South,Cartoning Machines,10485,642,69,45,27,14,5,1305,1628290,676200
2026-05-01,Email,South,Labeling Systems,10260,603,63,42,25,14,5,1226,566362,235200
2026-05-01,Email,South,Case Packers,11025,666,71,49,29,16,5,1354,1510298,548800
2026-05-01,Email,West,Pouch Fillers,10215,592,62,38,23,11,4,1220,779599,329640
2026-05-01,Email,West,Cartoning Machines,10980,654,70,45,27,14,5,1348,1669828,693450
2026-05-01,Email,West,Labeling Systems,10755,658,69,46,28,15,5,1356,622296,241200
2026-05-01,Email,West,Case Packers,11520,677,72,50,31,18,6,1396,1742429,675360
2026-05-01,Trade Media,Northeast,Pouch Fillers,11550,259,17,11,6,3,1,1993,196751,76260
2026-05-01,Trade Media,Northeast,Cartoning Machines,12485,250,17,11,6,3,1,1924,331117,128340
2026-05-01,Trade Media,Northeast,Labeling Systems,12210,264,18,12,7,4,1,2032,153562,44640
2026-05-01,Trade Media,Northeast,Case Packers,13145,305,21,15,8,5,2,2347,447888,208320
2026-05-01,Trade Media,Midwest,Pouch Fillers,12155,253,17,11,6,3,1,1975,202040,78310
2026-05-01,Trade Media,Midwest,Cartoning Machines,11880,266,18,12,7,4,1,2077,453358,131790
2026-05-01,Trade Media,Midwest,Labeling Systems,12815,256,17,11,6,3,1,1999,118267,45840
2026-05-01,Trade Media,Midwest,Case Packers,12540,271,19,13,7,4,1,2116,367942,106960
2026-05-01,Trade Media,South,Pouch Fillers,12760,296,20,12,7,3,1,2344,207329,80360
2026-05-01,Trade Media,South,Cartoning Machines,12485,260,18,12,7,4,1,2059,465226,135240
2026-05-01,Trade Media,South,Labeling Systems,13420,301,20,13,8,4,1,2383,161818,47040
2026-05-01,Trade Media,South,Case Packers,13145,263,18,13,8,5,2,2082,471968,219520
2026-05-01,Trade Media,West,Pouch Fillers,13365,289,19,12,7,3,1,2320,212618,82410
2026-05-01,Trade Media,West,Cartoning Machines,13090,304,21,14,9,5,2,2441,596367,277380
2026-05-01,Trade Media,West,Labeling Systems,14025,292,20,13,8,4,1,2344,165946,48240
2026-05-01,Trade Media,West,Case Packers,13750,308,21,15,9,5,2,2473,484008,225120
2026-05-01,Retargeting,Northeast,Pouch Fillers,18360,606,50,31,17,8,2,3025,524669,152520
2026-05-01,Retargeting,Northeast,Cartoning Machines,19890,688,58,37,20,10,3,3434,1103724,385020
2026-05-01,Retargeting,Northeast,Labeling Systems,19440,704,58,39,21,11,3,3514,422294,133920
2026-05-01,Retargeting,Northeast,Case Packers,20970,709,60,42,23,13,4,3539,1164509,416640
2026-05-01,Retargeting,Midwest,Pouch Fillers,19350,685,57,35,20,10,3,3469,673466,234930
2026-05-01,Retargeting,Midwest,Cartoning Machines,20880,689,59,38,22,11,4,3489,1246733,527160
2026-05-01,Retargeting,Midwest,Labeling Systems,20430,707,59,40,23,12,4,3580,473069,183360
2026-05-01,Retargeting,Midwest,Case Packers,21960,795,68,47,27,15,5,4026,1379784,534800
2026-05-01,Retargeting,South,Pouch Fillers,20340,687,57,35,21,10,3,3528,691096,241080
2026-05-01,Retargeting,South,Cartoning Machines,21870,774,66,43,25,13,4,3975,1511983,540960
2026-05-01,Retargeting,South,Labeling Systems,21420,707,59,40,24,13,4,3631,525907,188160
2026-05-01,Retargeting,South,Case Packers,20970,726,62,43,25,14,5,3729,1321510,548800
2026-05-01,Retargeting,West,Pouch Fillers,21330,772,64,40,24,12,4,4021,850471,329640
2026-05-01,Retargeting,West,Cartoning Machines,20880,706,60,39,24,12,4,3677,1431281,554760
2026-05-01,Retargeting,West,Labeling Systems,22410,793,66,44,27,15,5,4130,622296,241200
2026-05-01,Retargeting,West,Case Packers,21960,725,62,43,26,15,5,3776,1452024,562800
2026-06-01,Google Search,Northeast,Pouch Fillers,27840,1256,95,60,33,16,5,9053,1073741,381300
2026-06-01,Google Search,Northeast,Cartoning Machines,27240,1272,99,65,36,19,6,9169,2145845,770040
2026-06-01,Google Search,Northeast,Labeling Systems,29280,1297,99,67,37,20,7,9349,785664,312480
2026-06-01,Google Search,Northeast,Case Packers,28680,1316,103,73,40,23,8,9486,2108198,833280
2026-06-01,Google Search,Midwest,Pouch Fillers,29160,1268,96,60,34,17,6,9269,1171518,469860
2026-06-01,Google Search,Midwest,Cartoning Machines,28560,1288,100,66,38,20,7,9415,2319504,922530
2026-06-01,Google Search,Midwest,Labeling Systems,27960,1306,99,67,38,21,7,9547,847123,320880
2026-06-01,Google Search,Midwest,Case Packers,30000,1329,104,73,42,24,8,9715,2258995,855680
2026-06-01,Google Search,South,Pouch Fillers,27840,1278,97,61,36,18,6,9473,1272902,482160
2026-06-01,Google Search,South,Cartoning Machines,29880,1300,101,66,39,20,7,9636,2380224,946680
2026-06-01,Google Search,South,Labeling Systems,29280,1321,100,68,40,22,8,9791,910694,376320
2026-06-01,Google Search,South,Case Packers,31320,1463,114,80,47,27,10,10844,2607898,1097600
2026-06-01,Google Search,West,Pouch Fillers,29160,1292,98,62,38,19,7,9708,1377895,576870
2026-06-01,Google Search,West,Cartoning Machines,31200,1432,112,73,45,23,9,10760,2807086,1248210
2026-06-01,Google Search,West,Labeling Systems,30600,1331,101,69,42,23,9,10001,976378,434160
2026-06-01,Google Search,West,Case Packers,32640,1472,115,81,49,28,10,11061,2773478,1125600
2026-06-01,LinkedIn,Northeast,Pouch Fillers,16950,486,45,28,15,7,2,4946,469762,152520
2026-06-01,LinkedIn,Northeast,Cartoning Machines,16575,436,41,27,15,8,3,4437,903514,385020
2026-06-01,LinkedIn,Northeast,Labeling Systems,17850,498,46,31,17,9,3,5068,353549,133920
2026-06-01,LinkedIn,Northeast,Case Packers,17475,446,42,30,17,10,3,4538,916608,312480
2026-06-01,LinkedIn,Midwest,Pouch Fillers,17775,482,45,28,16,8,3,4974,551302,234930
2026-06-01,LinkedIn,Midwest,Cartoning Machines,17400,499,47,31,18,9,3,5150,1043777,395370
2026-06-01,LinkedIn,Midwest,Labeling Systems,18675,491,46,31,18,10,3,5067,403392,137520
2026-06-01,LinkedIn,Midwest,Case Packers,18300,511,49,35,20,11,4,5274,1035373,427840
2026-06-01,LinkedIn,South,Pouch Fillers,18600,474,44,28,17,8,3,4960,565734,241080
2026-06-01,LinkedIn,South,Cartoning Machines,18225,494,47,31,18,9,3,5169,1071101,405720
2026-06-01,LinkedIn,South,Labeling Systems,19500,560,52,35,21,11,4,5860,455347,188160
2026-06-01,LinkedIn,South,Case Packers,19125,503,48,34,20,11,4,5263,1062477,439040
2026-06-01,LinkedIn,West,Pouch Fillers,17775,496,46,29,18,9,3,5262,652687,247230
2026-06-01,LinkedIn,West,Cartoning Machines,19050,486,46,30,18,9,3,5155,1098425,416070
2026-06-01,LinkedIn,West,Labeling Systems,18675,506,47,32,20,11,4,5368,466963,192960
2026-06-01,LinkedIn,West,Case Packers,19950,573,54,38,23,13,5,6078,1287686,562800
2026-06-01,Email,Northeast,Pouch Fillers,9900,597,64,40,22,11,4,1202,738197,305040
2026-06-01,Email,Northeast,Cartoning Machines,10665,660,73,48,26,13,4,1329,1468210,513360
2026-06-01,Email,Northeast,Labeling Systems,10440,621,67,46,25,14,5,1251,549965,223200
2026-06-01,Email,Northeast,Case Packers,11205,685,75,53,29,16,5,1380,1466573,520800
2026-06-01,Email,Midwest,Pouch Fillers,10395,652,70,44,25,12,4,1332,826954,313240
2026-06-01,Email,Midwest,Cartoning Machines,11160,673,74,48,27,14,5,1375,1623653,658950
2026-06-01,Email,Midwest,Labeling Systems,10935,677,73,50,29,16,6,1383,645427,275040
2026-06-01,Email,Midwest,Case Packers,10710,637,70,49,28,16,6,1301,1505997,641760
2026-06-01,Email,South,Pouch Fillers,10890,665,72,45,27,13,5,1377,919318,401800
2026-06-01,Email,South,Cartoning Machines,10665,669,74,48,28,14,5,1385,1666157,676200
2026-06-01,Email,South,Labeling Systems,11430,689,74,50,30,16,6,1427,662323,282240
2026-06-01,Email,South,Case Packers,11205,694,76,54,32,18,6,1437,1738598,658560
2026-06-01,Email,West,Pouch Fillers,11385,677,73,46,28,14,5,1421,1015291,412050
2026-06-01,Email,West,Cartoning Machines,11160,682,75,49,30,15,6,1432,1830708,832140
2026-06-01,Email,West,Labeling Systems,11925,748,81,55,34,18,7,1570,764122,337680
2026-06-01,Email,West,Case Packers,11700,706,78,55,34,19,7,1482,1882003,787920
2026-06-01,Trade Media,Northeast,Pouch Fillers,12980,310,22,14,8,4,1,2432,268435,76260
2026-06-01,Trade Media,Northeast,Cartoning Machines,12705,273,20,13,7,4,1,2141,451757,128340
2026-06-01,Trade Media,Northeast,Labeling Systems,12430,287,20,14,8,4,1,2251,157133,44640
2026-06-01,Trade Media,Northeast,Case Packers,13365,330,24,17,9,5,2,2589,458304,208320
2026-06-01,Trade Media,Midwest,Pouch Fillers,12375,276,19,12,7,3,1,2196,206738,78310
2026-06-01,Trade Media,Midwest,Cartoning Machines,13310,318,23,15,9,5,2,2530,579876,263580
2026-06-01,Trade Media,Midwest,Labeling Systems,13035,280,20,14,8,4,1,2227,161357,45840
2026-06-01,Trade Media,Midwest,Case Packers,13970,323,23,16,9,5,2,2569,470624,213920
2026-06-01,Trade Media,South,Pouch Fillers,12980,321,22,14,8,4,1,2589,282867,80360
2026-06-01,Trade Media,South,Cartoning Machines,13915,310,22,14,8,4,1,2500,476045,135240
2026-06-01,Trade Media,South,Labeling Systems,13640,326,23,16,9,5,2,2630,206976,94080
2026-06-01,Trade Media,South,Case Packers,14575,313,23,16,9,5,2,2525,482944,219520
2026-06-01,Trade Media,West,Pouch Fillers,13585,314,22,14,9,4,1,2568,290083,82410
2026-06-01,Trade Media,West,Cartoning Machines,13310,329,24,16,10,5,2,2690,610236,277380
2026-06-01,Trade Media,West,Labeling Systems,14245,318,22,15,9,5,2,2600,212256,96480
2026-06-01,Trade Media,West,Case Packers,13970,334,24,17,10,6,2,2731,594317,225120
2026-06-01,Retargeting,Northeast,Pouch Fillers,20700,714,61,38,21,10,3,3633,671088,228780
2026-06-01,Retargeting,Northeast,Cartoning Machines,20250,731,64,42,23,12,4,3719,1355270,513360
2026-06-01,Retargeting,Northeast,Labeling Systems,21780,821,71,48,26,14,5,4177,549965,223200
2026-06-01,Retargeting,Northeast,Case Packers,21330,753,66,47,26,15,5,3831,1374912,520800
2026-06-01,Retargeting,Midwest,Pouch Fillers,21690,800,69,43,25,12,4,4128,826954,313240
2026-06-01,Retargeting,Midwest,Cartoning Machines,21240,733,65,43,25,13,5,3782,1507678,658950
2026-06-01,Retargeting,Midwest,Labeling Systems,22770,822,71,48,27,15,5,4242,605088,229200
2026-06-01,Retargeting,Midwest,Case Packers,22320,841,74,52,30,17,6,4340,1600122,641760
2026-06-01,Retargeting,South,Pouch Fillers,20700,731,63,40,24,12,4,3825,848602,321440
2026-06-01,Retargeting,South,Cartoning Machines,22230,820,72,47,28,14,5,4290,1666157,676200
2026-06-01,Retargeting,South,Labeling Systems,21780,751,65,44,26,14,5,3929,579533,235200
2026-06-01,Retargeting,South,Case Packers,23310,841,74,52,31,18,6,4400,1738598,658560
2026-06-01,Retargeting,West,Pouch Fillers,21690,818,70,44,27,13,5,4339,942770,412050
2026-06-01,Retargeting,West,Cartoning Machines,23220,820,72,47,29,15,6,4349,1830708,832140
2026-06-01,Retargeting,West,Labeling Systems,22770,840,72,49,30,16,6,4455,679219,289440
2026-06-01,Retargeting,West,Case Packers,24300,838,74,52,32,18,7,4445,1782950,787920
